github.com/AlDanial/cloc v 2.08  T=8.16 s (281.7 files/s, 99308.4 lines/s)
------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                         blank        comment           code
.\backend\.deps\amqp\sasl.py                                                                                    45             26            120
.\backend\.deps\flask_migrate\templates\flask-multidb\env.py                                                    36             35            120
.\backend\.deps\werkzeug\routing\converters.py                                                                  68             73            120
.\backend\app\models\api_test_case.py                                                                           26             17            120
.\backend\tests\test_alert_rules.py                                                                             25              5            120
.\backend\tests\test_perf_step_load.py                                                                          28              0            120
.\backend\.deps\alembic\script\write_hooks.py                                                                   41             21            119
.\backend\.deps\billiard\resource_sharer.py                                                                     24             19            119
.\backend\.deps\celery\apps\beat.py                                                                             22             19            119
.\backend\.deps\greenlet\PyGreenletUnswitchable.cpp                                                             22              9            119
.\backend\.deps\httpcore\__init__.py                                                                            10             12            119
.\backend\.deps\kombu\transport\pyro.py                                                                         56             37            119
.\backend\.deps\sqlalchemy\orm\_typing.py                                                                       48             12            119
.\backend\.deps\alembic\autogenerate\compare\types.py                                                           27              2            118
.\backend\.deps\celery\contrib\pytest.py                                                                        47             51            118
.\backend\.deps\celery\utils\term.py                                                                            47             12            118
.\backend\.deps\greenlet\TMainGreenlet.cpp                                                                      26             19            118
.\backend\.deps\iniconfig\_parse.py                                                                             21             24            118
.\backend\.deps\redis\commands\graph\execution_plan.py                                                          38             55            118
.\backend\.deps\sqlalchemy\dialects\postgresql\json.py                                                          96            190            118
.\backend\.deps\sqlalchemy\orm\sync.py                                                                          25             21            118
.\backend\.deps\urllib3\_base_connection.py                                                                     29             18            118
.\sdk\python\fullscopetest\cli.py                                                                               32             22            118
.\web\src\services\websocketService.ts                                                                          19             15            118
.\backend\.deps\anyio\_core\_contextmanagers.py                                                                 42             41            117
.\backend\.deps\jwt\api_jwk.py                                                                                  37             34            117
.\backend\.deps\kombu\simple.py                                                                                 32             14            117
.\backend\.deps\prompt_toolkit\input\vt100_parser.py                                                            49             84            117
.\backend\.deps\wcwidth\table_vs16.py                                                                            1              8            117
.\backend\tests\test_rag_service.py                                                                             22             21            117
.\web\src\pages\api-test\EnvironmentVariableHint.tsx                                                            19              2            117
.\backend\.deps\amqp\abstract_channel.py                                                                        30             17            116
.\backend\.deps\celery\utils\debug.py                                                                           42             35            116
.\backend\.deps\greenlet\tests\test_extension_interface.py                                                      20              5            116
.\backend\.deps\h11\_headers.py                                                                                 36            130            116
.\backend\.deps\markdown\extensions\fenced_code.py                                                              28             38            116
.\backend\.deps\urllib3\_request_methods.py                                                                     57            105            116
.\backend\app\services\ai\prompt_marketplace.py                                                                 17             11            116
.\sdk\javascript\src\client.ts                                                                                  18             21            116
.\backend\.deps\apscheduler\jobstores\sqlalchemy.py                                                             25             21            115
.\backend\.deps\sqlalchemy\dialects\type_migration_guidelines.txt                                               30              0            115
.\backend\app\api\prompt_versions.py                                                                            38             44            115
.\backend\.deps\celery\exceptions.py                                                                           102             96            114
.\backend\app\utils\input_validation.py                                                                         29             16            114
.\backend\.deps\anyio\_core\_eventloop.py                                                                       64             57            113
.\backend\.deps\celery\bin\logtool.py                                                                           32             12            113
.\backend\.deps\celery\worker\autoscale.py                                                                      31             10            113
.\backend\.deps\flask\debughelpers.py                                                                           30             17            113
.\backend\.deps\mako\ast.py                                                                                     43             46            113
.\backend\app\services\ai\model_manager.py                                                                      29             29            113
.\web\src\stores\__tests__\apiTestStore.test.ts                                                                 15              1            113
.\backend\.deps\_pytest\warnings.py                                                                             25             11            112
.\backend\.deps\apscheduler\jobstores\rethinkdb.py                                                              31             12            112
.\backend\.deps\celery\__init__.py                                                                              28             32            112
.\backend\.deps\httpcore\_backends\mock.py                                                                      31              0            112
.\backend\.deps\mako\ext\pygmentplugin.py                                                                       20             18            112
.\backend\.deps\prompt_toolkit\layout\dimension.py                                                              42             62            112
.\backend\.deps\prompt_toolkit\search.py                                                                        56             58            112
.\backend\tests\test_environments.py                                                                            29             18            112
.\backend\.deps\_pytest\_io\saferepr.py                                                                         34             35            111
.\backend\.deps\alembic\util\pyfiles.py                                                                         26             16            111
.\backend\.deps\jinja2\debug.py                                                                                 34             46            111
.\backend\app\services\ai\data_factory_service.py                                                               20              5            111
.\backend\app\services\grpc_executor.py                                                                         30             22            111
.\backend\.deps\_pytest\assertion\__init__.py                                                                   37             34            110
.\backend\.deps\markdown\serializers.py                                                                         24             59            110
.\backend\.deps\redis\_parsers\socket.py                                                                        23             29            110
.\backend\.deps\sqlalchemy\testing\suite\test_update_delete.py                                                  22              7            110
.\backend\app\models\perf_test_alert.py                                                                         27             17            110
.\backend\tests\test_v2_perf_tests.py                                                                           32              1            110
.\backend\.deps\alembic\testing\assertions.py                                                                   52             19            109
.\backend\.deps\apscheduler\jobstores\redis.py                                                                  30             11            109
.\backend\.deps\greenlet\tests\test_throw.py                                                                    19              0            109
.\backend\app\services\ai\case_reviewer_service.py                                                              26             29            109
.\backend\app\services\graphql_executor.py                                                                      25             25            109
.\backend\app\services\storage_service.py                                                                       42             69            109
.\backend\tests\test_p22_services.py                                                                            21             20            109
.\backend\.deps\celery\backends\cache.py                                                                        41             14            108
.\backend\.deps\celery\utils\timer2.py                                                                          30             16            108
.\backend\.deps\httpx\_transports\asgi.py                                                                       41             30            108
.\backend\.deps\redis\commands\helpers.py                                                                       32             26            108
.\backend\.deps\sqlalchemy\pool\events.py                                                                       90            177            108
.\backend\app\services\ws_executor.py                                                                           25             23            108
.\web\src\pages\api-test\hooks\useAiAssistant.ts                                                                13              3            108
.\backend\.deps\markdown\extensions\attr_list.py                                                                34             38            107
.\backend\app\middleware\error_handler.py                                                                       23             15            107
.\backend\app\services\comment_service.py                                                                       33             51            107
.\benchmark\analyze_results.py                                                                                  34             10            107
.\backend\.deps\celery\utils\abstract.py                                                                        36              4            106
.\backend\.deps\jinja2\tests.py                                                                                 71             79            106
.\backend\.deps\redis\commands\search\field.py                                                                  35             27            106
.\backend\app\fastapi_app.py                                                                                    41             41            106
.\backend\app\utils\ai_reviewer.py                                                                              16             12            106
.\backend\tests\test_celery_dlq.py                                                                              49             40            106
.\backend\tests\test_healing_service.py                                                                         17             13            106
.\releases\v1.0.0-rc1.md                                                                                        37              0            106
.\web\src\pages\api-test\ResponseViewer.tsx                                                                      7              5            106
.\CONTRIBUTING.md                                                                                               41              0            105
.\backend\.deps\anyio\_core\_subprocesses.py                                                                    26             65            105
.\backend\.deps\anyio\lowlevel.py                                                                               56             35            105
.\backend\.deps\celery\utils\imports.py                                                                         29             29            105
.\backend\.deps\celery\utils\text.py                                                                            50             43            105
.\backend\.deps\sqlalchemy\dialects\mysql\provision.py                                                          30             18            105
.\backend\.deps\werkzeug\datastructures\file_storage.py                                                         40             51            105
.\backend\app\core\health.py                                                                                    30             49            105
.\backend\tests\test_p19_services.py                                                                            19             20            105
.\backend\.deps\anyio\streams\buffered.py                                                                       37             47            104
.\backend\.deps\click\__init__.py                                                                               13              6            104
.\backend\.deps\werkzeug\datastructures\headers.pyi                                                              5              0            104
.\backend\app\models\perf_test_result.py                                                                        23             13            104
.\backend\tests\test_github_check_service.py                                                                     6              1            104
.\backend\.deps\billiard\common.py                                                                              33             20            103
.\backend\.deps\celery\_state.py                                                                                58             36            103
.\backend\.deps\kombu\log.py                                                                                    35              5            103
.\backend\.deps\prompt_toolkit\styles\base.py                                                                   32             53            103
.\backend\.deps\sqlalchemy\testing\schema.py                                                                    54             41            103
.\backend\.deps\urllib3\__init__.py                                                                             38             70            103
.\backend\.deps\werkzeug\datastructures\cache_control.pyi                                                        6              0            103
.\backend\tests\test_v2_ui_tests.py                                                                             22             14            103
.\web\src\pages\web-test\hooks\__tests__\useWebExplorer.test.ts                                                 25              6            103
.\backend\.deps\celery\backends\azureblockblob.py                                                               40             23            102
.\backend\.deps\celery\contrib\rdb.py                                                                           44             41            102
.\backend\.deps\celery\contrib\testing\mocks.py                                                                 17             18            102
.\backend\.deps\jwt\jwks_client.py                                                                              38             93            102
.\backend\.deps\prompt_toolkit\key_binding\bindings\scroll.py                                                   44             44            102
.\backend\.deps\yaml\composer.py                                                                                22             15            102
.\backend\app\api\webhooks\gitlab.py                                                                            23              5            102
.\backend\app\services\data_retention_service.py                                                                36             32            102
.\backend\app\services\quota_service.py                                                                         27             51            102
.\backend\app\services\retry_service.py                                                                         25             37            102
.\backend\app\utils\url_safety.py                                                                               32             44            102
.\backend\tests\test_data_retention.py                                                                          28             14            102
.\backend\.deps\anyio\__init__.py                                                                                8              2            101
.\backend\.deps\apscheduler\jobstores\mongodb.py                                                                27             13            101
.\backend\.deps\celery\app\routes.py                                                                            23             12            101
.\backend\.deps\kombu\pools.py                                                                                  42              9            101
.\backend\.deps\requests\help.py                                                                                22             11            101
.\backend\app\api\notifications.py                                                                              24              9            101
.\backend\app\services\notification_service.py                                                                  19             41            101
.\backend\app\services\team_metrics_service.py                                                                  22             32            101
.\web\src\styles\responsive.css                                                                                 23             25            101
.\backend\.deps\billiard\semaphore_tracker.py                                                                   19             27            100
.\backend\.deps\greenlet\TThreadStateDestroy.cpp                                                                27             90            100
.\backend\.deps\requests\__init__.py                                                                            33             47            100
.\backend\.deps\werkzeug\routing\exceptions.py                                                                  32             16            100
.\backend\app\api\github_checks.py                                                                              34             25            100
.\backend\app\services\password_policy.py                                                                       40             39            100
.\backend\.deps\anyio\streams\text.py                                                                           39             38             99
.\backend\.deps\colorama\tests\winterm_test.py                                                                  31              1             99
.\backend\.deps\flask_jwt_extended\tokens.py                                                                    22              3             99
.\backend\.deps\kombu\asynchronous\aws\sqs\queue.py                                                             28              3             99
.\backend\.deps\markdown\__main__.py                                                                            24             28             99
.\backend\.deps\werkzeug\urls.py                                                                                57             60             99
.\backend\app\api\admin.py                                                                                       7              4             99
.\docs\development-setup.md                                                                                     41              0             99
.\backend\.deps\httpx\_types.py                                                                                 21             14             98
.\backend\.deps\mako\ext\extract.py                                                                             17             14             98
.\backend\.deps\sqlalchemy\engine\util.py                                                                       36             33             98
.\backend\.deps\werkzeug\datastructures\range.py                                                                37             45             98
.\backend\app\utils\ai_data_synthesizer.py                                                                      15              9             98
.\web\src\pages\web-test\hooks\useWebExplorer.ts                                                                12              2             98
.\backend\.deps\celery\events\receiver.py                                                                       22             16             97
.\backend\.deps\httpx\_status_codes.py                                                                          21             40             97
.\backend\.deps\mako\testing\assertions.py                                                                      45             24             97
.\backend\.deps\prompt_toolkit\formatted_text\base.py                                                           40             42             97
.\backend\.deps\redis\commands\bf\info.py                                                                       23              0             97
.\backend\.deps\requests\status_codes.py                                                                        12             19             97
.\backend\.deps\sqlalchemy\ext\serializer.py                                                                    36             52             97
.\backend\.deps\urllib3\util\timeout.py                                                                         64            114             97
.\backend\tests\test_protocol_executors.py                                                                      19             27             97
.\backend\.deps\_pytest\stepwise.py                                                                             20             14             96
.\backend\.deps\click_repl\_repl.py                                                                             32             24             96
.\backend\.deps\jwt\utils.py                                                                                    42              4             96
.\backend\.deps\kombu\utils\compat.py                                                                           28             13             96
.\backend\.deps\mako\testing\fixtures.py                                                                        19              4             96
.\backend\.deps\sqlalchemy\dialects\postgresql\operators.py                                                     19             14             96
.\backend\app\utils\ai_script_generator.py                                                                      23             20             96
.\backend\tests\test_backup.py                                                                                  28             17             96
.\backend\tests\test_tag_manager.py                                                                             24             10             96
.\web\src\pages\api-test\hooks\__tests__\useAiAssistant.test.ts                                                 27              3             96
.\backend\.deps\httpcore\_trace.py                                                                              12              0             95
.\backend\.deps\mako\testing\_config.py                                                                         29              4             95
.\backend\.deps\markdown\extensions\admonition.py                                                               45             39             95
.\backend\.deps\sqlalchemy\engine\_py_processors.py                                                             28             13             95
.\backend\.deps\yaml\serializer.py                                                                              14              2             95
.\backend\app\plugins\registry.py                                                                               36             44             95
.\backend\app\services\gdpr_service.py                                                                          26             26             95
.\backend\.deps\alembic\util\messaging.py                                                                       23              5             94
.\backend\.deps\kombu\abstract.py                                                                               34             15             94
.\backend\.deps\kombu\utils\json.py                                                                             32             20             94
.\backend\.deps\prompt_toolkit\contrib\ssh\server.py                                                            37             47             94
.\backend\.deps\sqlalchemy\engine\_py_row.py                                                                    24             10             94
.\backend\app\services\parallel_executor.py                                                                     26             29             94
.\backend\app\services\web_test_service.py                                                                      22             13             94
.\backend\app\utils\ai_script_healer.py                                                                         15              8             94
.\deploy.sh                                                                                                     14             13             94
.\docs\BACKUP.md                                                                                                33              0             94
.\backend\.deps\celery\worker\pidbox.py                                                                         24              5             93
.\backend\.deps\markdown\test_tools.py                                                                          49             82             93
.\backend\.deps\pytz\tzfile.py                                                                                  21             19             93
.\backend\.deps\sqlalchemy\dialects\mysql\dml.py                                                                49             83             93
.\backend\.deps\sqlalchemy\util\preloaded.py                                                                    19             38             93
.\backend\app\services\ai\flaky_detector_service.py                                                             28             36             93
.\web\src\hooks\__tests__\useSearchFilter.test.ts                                                               20              0             93
.\backend\.deps\_pytest\deprecated.py                                                                           24             30             92
.\backend\.deps\flask_apscheduler\utils.py                                                                      37             22             92
.\backend\.deps\httpx\_transports\wsgi.py                                                                       26             26             92
.\backend\.deps\prompt_toolkit\layout\__init__.py                                                               17             38             92
.\backend\.deps\redis\_parsers\resp2.py                                                                         14             26             92
.\backend\.deps\redis\commands\json\__init__.py                                                                 27             28             92
.\backend\.deps\sqlalchemy\dialects\mysql\__init__.py                                                            4              8             92
.\backend\.deps\urllib3\contrib\emscripten\emscripten_fetch_worker.js                                            6             12             92
.\backend\app\services\ai\root_cause_service.py                                                                 25             47             92
.\backend\tests\test_idor_security.py                                                                           32             32             92
.\backend\tests\test_p21_services.py                                                                            23             16             92
.\backend\.deps\celery\concurrency\gevent.py                                                                    27              4             91
.\backend\.deps\httpx\_exceptions.py                                                                            96            156             91
.\backend\.deps\kombu\utils\url.py                                                                              25             16             91
.\backend\.deps\prompt_toolkit\eventloop\inputhook.py                                                           42             58             91
.\backend\.deps\sqlalchemy\testing\pickleable.py                                                                53             11             91
.\backend\app\services\ai_config_service.py                                                                     23              7             91
.\backend\migrations\versions\002_add_indexes.py                                                                 8             16             91
.\scripts\start\start-nginx.bat                                                                                 14             10             91
.\CHANGELOG.md                                                                                                  27              0             90
.\backend\.deps\sqlalchemy\ext\indexable.py                                                                     92            182             90
.\backend\README.md                                                                                             29              0             90
.\backend\tests\test_gitlab_webhook.py                                                                          26             11             90
.\backend\tests\test_v2_openapi_docs.py                                                                         17              1             90
.\backend\.deps\celery\worker\loops.py                                                                          28             18             89
.\backend\.deps\idna\codec.py                                                                                   30              3             89
.\backend\.deps\prompt_toolkit\output\plain_text.py                                                             46              8             89
.\backend\app\services\rate_limit_service.py                                                                    28             30             89
.\backend\tests\test_projects.py                                                                                27             20             89
.\docker-compose.dev.yml                                                                                         7              9             89
.\document\API_MIGRATION_GUIDE.md                                                                               35              0             89
.\web\src\services\appTestService.ts                                                                            16              5             89
.\backend\.deps\alembic\runtime\plugins.py                                                                      45             46             88
.\backend\.deps\h11\_writers.py                                                                                 27             30             88
.\backend\.deps\packaging\utils.py                                                                              35             35             88
.\backend\.deps\sqlalchemy\cyextension\immutabledict.pyx                                                        34             11             88
.\backend\app\services\trend_service.py                                                                         28             32             88
.\nginx\README.md                                                                                               34              0             88
.\Jenkinsfile                                                                                                    2              0             87
.\backend\.deps\anyio\streams\stapled.py                                                                        37             23             87
.\backend\.deps\billiard\dummy\__init__.py                                                                      43             36             87
.\backend\.deps\mako\filters.py                                                                                 40             36             87
.\backend\.deps\werkzeug\datastructures\mixins.pyi                                                              10              0             87
.\backend\app\api\audit_logs.py                                                                                 20             25             87
.\backend\app\models\organization.py                                                                            22             18             87
.\.github\actions\fullscopetest\action.yml                                                                       4              0             86
.\backend\.deps\kombu\__init__.py                                                                               18             11             86
.\backend\.deps\prompt_toolkit\formatted_text\html.py                                                           33             26             86
.\backend\.deps\pytz\reference.py                                                                               33             21             86
.\backend\.deps\urllib3\util\ssl_match_hostname.py                                                              25             48             86
.\backend\app\middleware\tenant.py                                                                              26             15             86
.\backend\app\utils\script_context.py                                                                           35             61             86
.\backend\tests\test_notification.py                                                                            23              7             86
.\web\src\hooks\useTableOperations.ts                                                                           14              3             86
.\backend\.deps\alembic\util\compat.py                                                                          28             17             85
.\backend\.deps\httpcore\_async\interfaces.py                                                                   23             29             85
.\backend\.deps\httpcore\_sync\interfaces.py                                                                    23             29             85
.\backend\.deps\redis\__init__.py                                                                                9              0             85
.\backend\.deps\werkzeug\sansio\http.py                                                                         36             50             85
.\backend\.deps\alembic\autogenerate\compare\comments.py                                                        20              2             84
.\backend\.deps\sqlalchemy\dialects\mysql\pymysql.py                                                            32             42             84
.\backend\app\services\tag_manager_service.py                                                                   31             35             84
.\.github\actions\fullscope-test\action.yml                                                                     18              5             83
.\backend\.deps\apscheduler\executors\base.py                                                                   29             34             83
.\backend\.deps\billiard\popen_spawn_win32.py                                                                   23             15             83
.\backend\.deps\colorama\initialise.py                                                                          30              8             83
.\backend\.deps\prompt_toolkit\application\current.py                                                           46             66             83
.\backend\backend\tests\test_github_integration.py                                                              29             18             83
.\backend\manage.py                                                                                             23             12             83
.\web\src\hooks\__tests__\useTableOperations.test.ts                                                            24              3             83
.\web\src\pages\SSOCallback.tsx                                                                                 11              5             83
.\web\src\pages\perf-test\hooks\__tests__\usePerformanceComparison.test.ts                                      24              4             83
.\backend\.deps\greenlet\platform\switch_x64_masm.asm                                                           21              8             82
.\backend\.deps\jinja2\exceptions.py                                                                            43             41             82
.\backend\.deps\prompt_toolkit\validation.py                                                                    48             62             82
.\backend\.deps\redis\utils.py                                                                                  41             24             82
.\backend\.deps\sqlalchemy\testing\__init__.py                                                                   7              7             82
.\backend\.deps\tzlocal\win32.py                                                                                34             28             82
.\backend\migrations\versions\backup\c1b7c29e3127_add_app_test_models.py                                        13             11             82
.\backend\tests\test_v2_auth.py                                                                                 23              8             82
.\backend\.deps\_pytest\_py\error.py                                                                            20              8             81
.\backend\.deps\_pytest\pastebin.py                                                                             17             12             81
.\backend\.deps\jinja2\nativetypes.py                                                                           29             20             81
.\backend\.deps\mako\cmd.py                                                                                     13              5             81
.\backend\.deps\werkzeug\security.py                                                                            35             41             81
.\backend\tests\test_quality_gate.py                                                                            11              1             81
.\backend\.deps\amqp\spec.py                                                                                    32              9             80
.\backend\.deps\anyio\abc\_streams.py                                                                           56             97             80
.\backend\.deps\packaging\licenses\__init__.py                                                                  21             46             80
.\backend\.deps\sqlalchemy\dialects\mssql\pymssql.py                                                            25             21             80
.\backend\.deps\sqlalchemy\dialects\mysql\pyodbc.py                                                             32             45             80
.\backend\.deps\sqlalchemy\testing\entities.py                                                                  24             13             80
.\backend\app\services\ai\healing_service.py                                                                    14             14             80
.\infra\monitoring\alerts\alert_rules.yml                                                                        6             12             80
.\web\src\components\BatchActionBar.tsx                                                                          7              6             80
.\web\src\services\documentService.ts                                                                           21             13             80
.\backend\.deps\celery\backends\database\models.py                                                              25              4             79
.\backend\.deps\celery\events\snapshot.py                                                                       23              9             79
.\backend\.deps\httpcore\_backends\base.py                                                                      22              0             79
.\backend\.deps\sqlalchemy\engine\characteristics.py                                                            36             40             79
.\backend\.deps\werkzeug\sansio\utils.py                                                                        38             42             79
.\backend\.deps\yaml\cyaml.py                                                                                   22              0             79
.\backend\.deps\yaml\tokens.py                                                                                  23              2             79
.\backend\app\schemas\test_cases.py                                                                             17             11             79
.\backend\tests\test_flaky_detector.py                                                                          15             10             79
.\backend\tests\test_retry_service.py                                                                           15             12             79
.\web\src\services\api.ts                                                                                       12             22             79
